,review title,job title,job location,date,description,pros,cons
111,Did not enjoy the Knife in the back.,Mining Electrician,"Boron, CA","October 19, 2017",dont work here. Find a job somewhere else and dont waste your time with games. I would say the union was very supporting and worth the dues they asked for.,#VALUE!,#VALUE!
112,Very few people recommend this as a place to work,Manager,Utah,"October 15, 2017",Very fickle organization that lacks direction and clear sense of purpose. Management changes very often which leads to incredible sense of uneasiness and lack of experience. Company doesn't value people.,#VALUE!,#VALUE!
113,Corporate jobs leaving USA,Middle Management,"Salt Lake City, UT","October 14, 2017","Corporate jobs are being relocated to Montreal or Brisbane, and the worker will not necessarily be invited to move. I would be asking lots of questions about this prior to accepting a corporate role.",#VALUE!,#VALUE!
114,Career,Advisor Reporting,"Gurgaon, Haryana","October 11, 2017",It is good place to work. I got some opportunites in 3 years and performed well on that. but on a future purpose there are less opportunities for me .,#VALUE!,#VALUE!
115,"Awesome team, Enjoyable work.",Heavy Operator,Newman WA,"October 4, 2017",I was mainly working the Wheel Dozer. So typical day was travelling around the pit pushing waste dumps and then cleaning the face shovel floors. In between all that I hot seated dumb truck drivers so that they can have there lunch twice aday.I learnt a great deal on team work. Operating the Dozers and dumb trucks.Management were good and very understanding.Workplace culture was pretty cool we all got along.FIFO life and nightshift.Great satisfaction on the dozers. Good pay. Made some awesome mates.,"FIFO life, nightshift.","Pay, good team members. enjoyable work."
116,difficult times ...,Supervisor mÃ © mechanics,"Sorel-Tracy, QC","October 2, 2017","Ã ‰ was a few years ago are company AGRA © © with a reliable climate Ã © © team and cover made today following numerous cuts the roles are very poorly Details © finished, the burden of work can not accomplish at 40 hrs (the executives are not paid © s on dinner time unlike unionized © s). Cuts after cuts always do more with less without any help or training. Each week a new cover © mission of a part used (supervisor and planner mÃ © mechanics among others). The transition to the SAP system Ã © © been a Ã © failure in my opinion and simply want to buy a bolt is a pitfall for several minutes and it will arrive 4 weeks later ... We do not discuss much salary but gave no exact figures one quickly sees that there are major differ ences © us for a same position. Our leader is looking for solutions but forget to go back to basics ... Personally I like the Result © gion so I plan to stay again but I have no long-term plan with this company.","Great company, external resource and interesting project",workload and salary
117,Fast paced environment with lots of opportunities,Program Manager,Brisbane QLD,"September 27, 2017",An enjoyable environment within a large enterprise. The culture was inclusive with plenty of team building. Management was receptive to new ideas and very supportive.,Good work,Long hours
118,Good Place to work,Maintenance Supervisor,"Copperton, UT","September 26, 2017","Rio Tinto is a great place to work and stay for the duration of your career. However, it was not my passion and so I left to pursue other avenues. I would recommend them to anyone for work.",#VALUE!,#VALUE!
119,great industry to work for,Machine Operator,WA Tom Price,"September 24, 2017",Great company to work for. Safety is the most important thing and experience in machine operator is an excellent path to up skill your experiences. It was a great company to work for and they do look after you.,safety is number 1,#VALUE!
120,Company of a lot of responsibility,collector Ã'nibus,ParaÃ­ba,"September 18, 2017","I hope to have a new opportunity in the labor market, companies that worked already had some opportunities where endentifiquei me very well with the position offered to me, they were very responsible with the employee.",I did have meals in the company,It was not all examinations
121,Best Place to work,Human Resource Executive,"Gurgaon, Haryana","September 9, 2017",Working in Rio Tinto is pleasure for me because here they understands employees needs and condition and they accordingly take required actions. they know what a need is for an employee and they take responsibility about their employee's safety.,Safety Measures,Job Security
122,traditional workplace,environmental Coordinator,"Saguenay / Lac-Saint-Jean, QC","September 7, 2017",Rio Tinto Saguenay is a traditional and conservative workplace.,#VALUE!,#VALUE!
